55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
55.250,20.771,10.403,13.575,0.000,0.000,0.000
